,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
680,President/Vice President,Alliance Party,ELBERT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
681,President/Vice President,Alliance Party,EL PASO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",94,
682,President/Vice President,Alliance Party,FREMONT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
683,President/Vice President,Alliance Party,GARFIELD,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
684,President/Vice President,Alliance Party,GILPIN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
685,President/Vice President,Alliance Party,GRAND,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
686,President/Vice President,Alliance Party,GUNNISON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
687,President/Vice President,Alliance Party,HINSDALE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
688,President/Vice President,Alliance Party,HUERFANO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
689,President/Vice President,Alliance Party,JACKSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
690,President/Vice President,Alliance Party,JEFFERSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",63,
691,President/Vice President,Alliance Party,KIOWA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
692,President/Vice President,Alliance Party,KIT CARSON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
693,President/Vice President,Alliance Party,LAKE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
694,President/Vice President,Alliance Party,LA PLATA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",8,
695,President/Vice President,Alliance Party,LARIMER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",55,
696,President/Vice President,Alliance Party,LAS ANIMAS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
697,President/Vice President,Alliance Party,LINCOLN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
698,President/Vice President,Alliance Party,LOGAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",2,
699,President/Vice President,Alliance Party,MESA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",10,
700,President/Vice President,Alliance Party,MINERAL,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
701,President/Vice President,Alliance Party,MOFFAT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
702,President/Vice President,Alliance Party,MONTEZUMA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
703,President/Vice President,Alliance Party,MONTROSE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
704,President/Vice President,Alliance Party,MORGAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",9,
705,President/Vice President,Alliance Party,OTERO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",8,
706,President/Vice President,Alliance Party,OURAY,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
707,President/Vice President,Alliance Party,PARK,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
708,President/Vice President,Alliance Party,PHILLIPS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
709,President/Vice President,Alliance Party,PITKIN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
710,President/Vice President,Alliance Party,PROWERS,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
711,President/Vice President,Alliance Party,PUEBLO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",38,
712,President/Vice President,Alliance Party,RIO BLANCO,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
713,President/Vice President,Alliance Party,RIO GRANDE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",3,
714,President/Vice President,Alliance Party,ROUTT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
715,President/Vice President,Alliance Party,SAGUACHE,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
716,President/Vice President,Alliance Party,SAN JUAN,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
717,President/Vice President,Alliance Party,SAN MIGUEL,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
718,President/Vice President,Alliance Party,SEDGWICK,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
719,President/Vice President,Alliance Party,SUMMIT,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
720,President/Vice President,Alliance Party,TELLER,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",1,
721,President/Vice President,Alliance Party,WASHINGTON,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
722,President/Vice President,Alliance Party,WELD,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",39,
723,President/Vice President,Alliance Party,YUMA,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson",0,
724,President/Vice President,Alliance Party,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson Total Votes",636,
725,President/Vice President,Alliance Party,,"Roque ""Rocky"" De La Fuente / Darcy G. Richardson Vote %",0.02%,
